Player Username, Team File, Opponent Username, Result, Turn Count, Battle ID
metagrossrb1,server-generated,kingjiri,LOSS,23,9661715696
metagrossrb1,server-generated,sesamostreet,WIN,14,5071635581
metagrossrb1,server-generated,minignome,WIN,48,5718305620
metagrossrb1,server-generated,nhammache,WIN,16,1383754510
metagrossrb1,server-generated,vampforce,LOSS,14,0692199784
metagrossrb1,server-generated,supersonicsandshru,LOSS,17,6730482472
metagrossrb1,server-generated,patch031,WIN,40,8112147180
metagrossrb1,server-generated,theragebait,WIN,24,6466170187
metagrossrb1,server-generated,faisha7,LOSS,27,2519688006
metagrossrb1,server-generated,dhjkh,WIN,3,3296761271
metagrossrb1,server-generated,tp1221,LOSS,24,3363180850
metagrossrb1,server-generated,yeetaran,LOSS,27,5577531636
metagrossrb1,server-generated,nhammache,WIN,31,2795809795
metagrossrb1,server-generated,amanumh,LOSS,45,2699556685
metagrossrb1,server-generated,rkyyuj,LOSS,35,0311220890
metagrossrb1,server-generated,natouille78,WIN,38,7578491220
metagrossrb1,server-generated,daistarboi,WIN,34,1522004304
metagrossrb1,server-generated,anti2cyrus,WIN,37,8275794149
metagrossrb1,server-generated,decksh,LOSS,27,1945502824
metagrossrb1,server-generated,p10sara,WIN,27,5350472401
metagrossrb1,server-generated,chukapivn,WIN,9,9698247809
metagrossrb1,server-generated,rizkifebian,WIN,20,3600524807
metagrossrb1,server-generated,patepperphd,WIN,19,7438779380
metagrossrb1,server-generated,heiressofrage,WIN,21,6439587388
metagrossrb1,server-generated,dromezz,LOSS,26,2056829756
metagrossrb1,server-generated,ernrosas,LOSS,31,9128925673
metagrossrb1,server-generated,night230906,LOSS,33,8472171599
metagrossrb1,server-generated,ventoy120,LOSS,25,0086044568
metagrossrb1,server-generated,deadshot17,LOSS,29,8787658951
